agaaus beitaw corlae cyadea cyamed daccup dacdac eladen hedarb hohpop kniexc kuneri lepsco metrob neslan rhosap vitluc altitude
0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 1 1 260 
0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 200 
1 0 0 1 0 1 0 1 1 1 1 0 0 1 0 0 0 320 
0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 0 320 
0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 260 
0 0 0 1 1 0 0 0 0 1 1 0 0 1 0 1 1 200 
0 1 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1 160 
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 80 
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 200 
0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 60 
0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 1 100 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 320 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 220 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 100 
0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 40 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 20 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 200 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 200 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 430 
0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 410 
0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 400 
0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 410 
0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 459 
1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 420 
0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 410 
0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 400 
0 1 0 1 0 0 0 1 0 1 1 1 0 0 0 0 0 428 
0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 400 
1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 290 
0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 1 0 300 
0 1 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 310 
0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 1 0 280 
0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 260 
0 0 0 1 0 1 0 1 1 0 1 0 0 1 1 1 0 290 
0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 340 
1 1 0 1 1 0 0 1 1 0 1 1 1 0 0 1 0 310 
1 1 0 1 1 1 0 1 0 1 1 1 0 0 0 0 0 280 
0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 300 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 310 
0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 390 
0 1 0 1 1 1 0 0 0 0 1 0 0 1 0 1 0 370 
1 1 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 360 
0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 310 
0 0 0 1 0 0 0 0 1 0 1 1 0 0 1 1 0 270 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 160 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 170 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 300 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 360 
0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 360 
1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 280 
0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 280 
0 0 0 0 1 0 0 0 1 1 1 0 1 0 1 1 0 180 
1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 150 
1 1 1 0 1 1 0 0 1 0 1 0 0 0 0 1 1 140 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 140 
0 1 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 160 
0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 260 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 240 
0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 300 
1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 300 
0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 0 280 
0 0 0 1 1 0 0 0 1 1 1 1 0 0 0 1 0 260 
1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 220 
1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 270 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 210 
1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 240 
0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 200 
0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 1 0 100 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 120 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 220 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 240 
0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 260 
1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 180 
0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 70 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 150 
1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 90 
0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 160 
1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 200 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 230 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 200 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 140 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 190 
0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 270 
1 1 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 150 
1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 200 
0 1 0 1 1 0 1 0 0 1 1 0 0 1 0 1 1 100 
0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 100 
0 1 0 1 1 0 1 0 0 0 1 1 0 0 1 1 1 130 
1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 200 
0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 1 1 250 
0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 120 
0 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 180 
0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 1 1 80 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 370 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 240 
1 1 1 1 0 0 0 0 0 0 1 1 0 1 0 1 1 180 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 120 
1 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 125 
1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 80 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 90 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 90 
0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 90 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 120 
0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 20 
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 80 
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 80 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 80 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 90 
0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 100 
1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 120 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 180 
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 150 
0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 100 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 160 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 180 
1 0 0 1 1 1 0 0 0 1 1 1 1 0 0 1 0 260 
1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 225 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 290 
1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 1 0 80 
1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 180 
0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 60 
0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 30 
0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 290 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 290 
0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 140 
1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 60 
1 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 1 60 
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 70 
1 0 1 0 1 1 0 0 1 0 1 1 0 0 0 1 1 90 
0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 1 1 40 
0 0 1 1 1 0 0 0 1 1 1 1 0 0 0 1 1 50 
1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 1 85 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 140 
0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 140 
1 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 220 
1 0 0 0 1 0 0 0 1 1 0 1 0 0 1 1 0 140 
0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 1 0 250 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 160 
1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 310 
0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 180 
1 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 300 
0 0 0 1 1 1 0 1 1 1 1 0 1 0 0 1 0 300 
0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 260 
1 0 0 1 1 0 0 1 1 0 1 0 0 1 0 1 0 150 
0 0 0 1 1 1 0 1 0 0 1 0 0 1 1 1 0 260 
0 1 1 0 1 0 0 1 1 1 1 0 0 1 0 1 1 200 
0 1 1 1 1 1 0 1 1 0 1 0 0 0 1 1 1 280 
0 1 1 1 1 0 0 1 0 0 1 1 0 0 0 1 1 250 
0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 1 250 
1 1 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 230 
0 1 0 1 1 0 0 1 1 1 1 0 0 0 0 1 0 320 
1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 0 0 200 
0 1 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 200 
0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 250 
0 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 1 240 
1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 200 
0 0 0 1 1 1 0 1 1 0 1 0 0 0 1 1 0 300 
0 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 1 140 
0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 90 
0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 60 
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 60 
0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 1 260 
0 0 1 1 1 0 0 0 0 1 1 0 1 0 0 1 1 180 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 260 
0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 260 
1 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 140 
1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 20 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 80 
0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 100 
0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 100 
0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 80 
0 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 80 
0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 80 
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 120 
0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 200 
0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 1 0 250 
1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 110 
0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 60 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 115 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 190 
